TC#,Section,Priority,Test Case,Steps,Expected Result,Status(PASS/FAIL/BLOCKED),mock data,Cross-Module Link,Settings need to set before entering to the module,Actual Result(What happened),Console Error(Copy-paste red text),Screenshot(Y/N),Notes,Journey Scenario,Why This Exists,Test Type,Role/Login,Supabase Verify,Playwright Spec,Defect ID
TC-P2A-012,2A Settings Hub,P2,"Searching the alias ""payroll"" surfaces the HR-related settings","1) Open /settings 2) Type ""payroll"" into the search box",Staff Members and Shifts appear in the results via the HR alias.,,settingsCatalog.ts MODULE_ALIASES — hr,HR,None,,,,,P2-Setup,"Salary fields live on the Staff screen, not on a page called Payroll. Without the alias an HR manager cannot find where to enter them.",Positive,hospital_admin (Hospital A),None — pure UI search,e2e/phase-02-settings/P2A.hub.spec.ts,
TC-P2A-013,2A Settings Hub,P2,"Searching the alias ""nabh"" surfaces the quality and retention pages","1) Open /settings 2) Type ""nabh"" into the search box",Record Retention and Record Access Log appear in the results.,,settingsCatalog.ts MODULE_ALIASES — quality,"Quality, MRD",None,,,,,P2-Setup,"NABH accreditation is the reason many hospitals buy this product. During a mock assessment the quality officer needs the retention policy screen in seconds, not after browsing eleven groups.",Positive,hospital_admin (Hospital A),None — pure UI search,e2e/phase-02-settings/P2A.hub.spec.ts,
TC-P2A-014,2A Settings Hub,P3,Searching a page title matches directly and highlights the matched text,"1) Open /settings 2) Type ""Wards"" into the search box","The ""Wards & Beds"" card appears and the matched substring is highlighted in the card title.",,settingsCatalog.ts — Wards & Beds entry,IPD,None,,,,,P2-Setup,Title search is the path most users take. Highlighting is what tells them why a card matched when the reason is a keyword they cannot see.,Positive,hospital_admin (Hospital A),None — pure UI search,e2e/phase-02-settings/P2A.hub.spec.ts,
TC-P2A-015,2A Settings Hub,P3,Searching a keyword absent from both title and description still matches,"1) Open /settings 2) Type ""letterhead"" into the search box","The Branding card appears, matched on its keywords array rather than its visible text.",,settingsCatalog.ts — Branding keywords,"Billing, MRD",None,,,,,P2-Setup,"Keywords exist so the search answers the words users actually type. If only visible text matched, the keywords array would be dead weight and nobody would notice it had stopped working.",Positive,hospital_admin (Hospital A),None — pure UI search,e2e/phase-02-settings/P2A.hub.spec.ts,
TC-P2A-016,2A Settings Hub,P3,A search with no matches shows the empty state quoting what was typed,"1) Open /settings 2) Type ""zzzznotathing"" into the search box","The message ""No settings found for 'zzzznotathing'"" renders. No cards are shown, and the page does not error or go blank.",,Literal search string zzzznotathing,All modules,None,,,,,P2-Setup,"A blank screen reads as a crash. Quoting the term back tells the user the search worked and the word was simply wrong, which is the difference between retyping and raising a support ticket.",Negative,hospital_admin (Hospital A),None — pure UI search,e2e/phase-02-settings/P2A.hub.spec.ts,
TC-P2A-017,2A Settings Hub,P3,"Cross-cutting pages appear in their own bucket, not mixed into direct hits","1) Open /settings 2) Type ""lab"" into the search box 3) Read the two result headings","Direct matches appear under a ""…settings (N)"" heading and cross-cutting pages under a separate ""Also configures … (N)"" heading.",,settingsCatalog.ts crossCutting flag,Lab,None,,,,,P2-Setup,"Staff, Roles and Dropdowns configure every module. Merged into the results they drown the two or three pages the user actually wanted.",Positive,hospital_admin (Hospital A),None — pure UI search,e2e/phase-02-settings/P2A.hub.spec.ts,
TC-P2A-018,2A Settings Hub,P2,A module search deep-links Configurable Dropdowns to the right category,"1) Open /settings 2) Type ""pharmacy"" 3) Click the ""Configurable Dropdowns"" card in the ""Also configures"" bucket","The browser lands on /settings/config-values?cat=drug_routes, not the bare /settings/config-values.",,settingsCatalog.ts moduleDeepLinks — pharmacy,"Pharmacy, OPD",None,,,,,P2-Setup,"There are 23 dropdown categories. Landing on the bare page means hunting for drug_routes, and an empty route list is the single most common false ""OPD is broken"" report.",Cross-Module,hospital_admin (Hospital A),None — client-side navigation with a query string,e2e/phase-02-settings/P2A.hub.spec.ts,
TC-P2A-019,2A Settings Hub,P3,Search is case-insensitive,"1) Open /settings 2) Type ""PHARMACY"" in capitals 3) Note the result count 4) Replace it with ""pharmacy"" in lower case",Both spellings return an identical set of cards.,,settingsCatalog.ts MODULE_ALIASES — pharmacy,Pharmacy,None,,,,,P2-Setup,"Staff type with caps lock on more often than anyone designing a search box expects, and a case-sensitive miss looks exactly like a missing feature.",Boundary,hospital_admin (Hospital A),None — pure UI search,e2e/phase-02-settings/P2A.hub.spec.ts,
TC-P2A-020,2A Settings Hub,P3,Clearing the search box restores the full browse grid,"1) Open /settings 2) Type ""pharmacy"" 3) Clear the search box","All eleven groups and all 52 cards render again, in SETTINGS_GROUP_ORDER.",,settingsCatalog.ts SETTINGS_CATALOG,All modules,None,,,,,P2-Setup,"A search box that traps the user in a filtered view forces a page reload to get back, and a reload mid-configuration is where unsaved work is lost.",Positive,hospital_admin (Hospital A),None — pure UI search,e2e/phase-02-settings/P2A.hub.spec.ts,
TC-P2B-001,2B Identity,P2,Language & Region screen loads with all six controls,1) Log in as hospital_admin (Hospital A) 2) Open /settings/language 3) Read the form,"Interface Language, Date Format, Time Format, Currency, Timezone and Number Format all render, with a Save Changes action. No red console errors.",,"phase2.entry./settings/language — timeFormat 24, dateFormat DD/MM/YYYY, numberFormat indian","All modules, Billing, MRD",Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,"These six settings decide how every date and amount in the product is rendered, including on documents a patient keeps. A screen that will not load leaves the hospital on defaults it never chose.",Positive,hospital_admin (Hospital A),None — pure UI render,e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-002,2B Identity,P1,The shipped defaults are Indian conventions,1) Ensure no language_region row exists for Hospital A 2) Open /settings/language 3) Read every control,"Interface Language English, Date Format DD/MM/YYYY, Time Format 12-hour, Currency ₹ Indian Rupee (INR), Timezone Asia/Kolkata (IST), Number Format Indian (1,00,000).",,src/lib/languageRegion.ts DEFAULT_LANGUAGE_REGION,"All modules, Billing, MRD",Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,A hospital that never opens this screen must still print dates a patient in Hyderabad can read. A default of MM/DD/YYYY would render 08/12/2026 as an August date on every discharge summary in the building.,Boundary,hospital_admin (Hospital A),"hospital_settings where hospital_id = A and key = 'language_region' → absent, and the UI shows Indian defaults",e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-003,2B Identity,P2,Interface Language offers exactly the seven supported languages,1) Open /settings/language 2) Open the Interface Language dropdown 3) List every option,"Exactly seven options — English, Hindi, Telugu, Tamil, Kannada, Malayalam, Marathi. No more, no fewer.",,phase2.dropdowns.interfaceLanguage — 7 values,All modules,Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,An option offered but unsupported downstream leaves the interface half-translated. One missing means a hospital in that state cannot use the product in the language its staff read.,Boundary,hospital_admin (Hospital A),None — reads the option list,e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-004,2B Identity,P2,Date Format offers exactly three options,1) Open /settings/language 2) Read the Date Format radio group,"Exactly three options — DD/MM/YYYY, MM/DD/YYYY, YYYY-MM-DD.",,phase2.dropdowns.dateFormat — 3 values,"All modules, MRD, Billing",Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,"Date format is the setting most likely to cause a clinical misreading. Every option offered must be one the renderer actually implements, or a date silently renders in a format nobody chose.",Boundary,hospital_admin (Hospital A),None — reads the option list,e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-005,2B Identity,P2,Time Format offers exactly two options,1) Open /settings/language 2) Read the Time Format radio group,Exactly two options — 12-hour (2:30 PM) and 24-hour (14:30).,,phase2.dropdowns.timeFormat — 12 and 24,"IPD, Nursing, OT, Emergency",Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,Drug administration times and OT slots are recorded against the clock. Ambiguity between 2:30 and 14:30 on a medication chart is a dosing-time error.,Boundary,hospital_admin (Hospital A),None — reads the option list,e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-006,2B Identity,P2,Currency offers exactly four options,1) Open /settings/language 2) Open the Currency dropdown 3) List every option,"Exactly four options — ₹ Indian Rupee (INR), AED (UAE), USD, GBP.",,phase2.dropdowns.currency — 4 values,"Billing, Accounts, Payments",Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,Currency drives every money display and every printed bill. An unsupported currency offered here would render amounts with no symbol at all.,Boundary,hospital_admin (Hospital A),None — reads the option list,e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-007,2B Identity,P2,Timezone offers exactly four options,1) Open /settings/language 2) Open the Timezone dropdown 3) List every option,"Exactly four options — Asia/Kolkata (IST), Asia/Dubai (GST), America/New_York (EST), Europe/London (GMT).",,phase2.dropdowns.timezone — 4 values,"IPD, Nursing, Lab, Analytics",Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,Timezone decides when a day closes and which date a midnight admission is recorded against. A wrong zone moves the whole day-closure boundary and misstates daily collections.,Boundary,hospital_admin (Hospital A),None — reads the option list,e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-008,2B Identity,P2,Number Format offers exactly two options,1) Open /settings/language 2) Read the Number Format radio group,"Exactly two options — Indian (1,00,000) and International (100,000).",,phase2.dropdowns.numberFormat — indian and international,"Billing, Accounts",Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,"Indian grouping puts the comma in a different place. ₹250,000 versus ₹2,50,000 invites a misread by a factor of ten on a bill a patient is about to pay.",Boundary,hospital_admin (Hospital A),None — reads the option list,e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-009,2B Identity,P1,Saving writes the language_region row to hospital_settings,"1) Open /settings/language 2) Set Time Format to 24-hour 3) Set Number Format to Indian 4) Click ""Save Changes""",A hospital_settings row exists with key = 'language_region' and a value containing timeFormat 24 and numberFormat indian.,,"phase2.entry./settings/language — timeFormat 24, dateFormat DD/MM/YYYY, numberFormat indian","All modules, Billing, MRD",Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,"REGRESSION LOCK for BUG-P2-004. This screen had no target table at all — Save ran a 500ms setTimeout and showed a green toast, so nothing a hospital chose here was ever stored anywhere.",Positive,hospital_admin (Hospital A),hospital_settings where hospital_id = A and key = 'language_region' → value.timeFormat = '24',e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-010,2B Identity,P2,"The save spinner reflects a real request, not a fixed delay","1) Open DevTools → Network 2) Open /settings/language 3) Change any setting 4) Click ""Save Changes"" 5) Watch for a Supabase request",A PostgREST request to hospital_settings is issued. The button shows Saving… only while that request is in flight.,,phase2.entry./settings/language — timeFormat 24,All modules,Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,"REGRESSION LOCK for BUG-P2-004. The original code ran setTimeout(…, 500) before toasting success — a fake spinner in front of a no-op, which is the most convincing possible disguise for a screen that saves nothing.",Negative,hospital_admin (Hospital A),Network tab shows a hospital_settings upsert; hospital_settings row exists afterwards,e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-011,2B Identity,P2,The Language & Region screen loads with no red console errors,1) Open DevTools → Console 2) Open /settings/language 3) Change and save a setting 4) Read the console,"No red console text, and specifically no PostgREST error against hospital_settings.",,phase2.entry./settings/language — timeFormat 24,All modules,Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,This screen was newly wired to hospital_settings during Phase 2. A key or column mismatch would surface only as a console error while the UI carried on looking healthy — exactly how the original defect hid.,Positive,hospital_admin (Hospital A),None — console observation,e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-012,2B Identity,P1,Hospital A's language settings are invisible to Hospital B,1) Sign in as the Hospital B administrator 2) Open /settings/language as Hospital B 3) Query hospital_settings through the API with no hospital filter,"Not one Hospital A hospital_settings row is returned, including the language_region key.",,MOCK_DATA_BOOK Hospitals — Hospital A (Aarogya) and Hospital B (Sanjeevani),"Multi-tenancy, all modules",Both QA tenants seeded,,,,,P2-Setup,"hospital_settings has no per-role RLS — any authenticated user of a hospital can write any key via PostgREST. Tenant isolation is therefore the only protection this table has, and it must be proven rather than assumed.",Cross-Module,hospital_admin (Hospital B),hospital_settings queried as the Hospital B admin → zero rows with hospital_id = A,e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-013,2B Identity,P1,A nurse cannot reach the Language & Region screen,1) Log in as nurse (Hospital A) 2) Navigate directly to /settings/language,"The route is blocked — redirected away, or an explicit access-denied message.",,"MOCK_DATA_BOOK Staff logins — nurse (Hospital A), Sr. Mary Thomas",All modules,Tier 0 roles configured (Phase 1 §1E),,,,,P2-Setup,"Changing the date format changes how every date in the hospital renders. The route guard is the only control on this screen, because hospital_settings itself has no per-role RLS.",RBAC,nurse (Hospital A),None — route guard behaviour,e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-014,2B Identity,P2,Stored settings are loaded back into the form on open,1) Set Time Format to 24-hour and save 2) Navigate away to /settings 3) Return to /settings/language,"Time Format shows 24-hour on load — the form is populated from hospital_settings, not reset to the defaults.",,phase2.entry./settings/language — timeFormat 24,All modules,Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,"A screen that saves but never reads back looks broken in a subtler way: the administrator sets the value, returns, sees the default, and sets it again — never knowing which one is live.",Positive,hospital_admin (Hospital A),hospital_settings where hospital_id = A and key = 'language_region' → value.timeFormat = '24',e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-015,2B Identity,P2,A partially stored config merges with the shipped defaults,1) Store a language_region value containing only timeFormat 2) Open /settings/language 3) Read every control,Time Format shows the stored value while the other five controls show their Indian defaults. No control renders blank or undefined.,,src/lib/languageRegion.ts DEFAULT_LANGUAGE_REGION merged over a partial stored value,All modules,Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,A config saved before a new setting shipped will lack that key. Rendering it blank rather than defaulting means a hospital silently loses its currency or timezone on the next release.,Boundary,hospital_admin (Hospital A),hospital_settings where hospital_id = A and key = 'language_region' → partial value merges without blanks,e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-016,2B Identity,P1,Currency INR renders amounts with the rupee symbol,1) Open /settings/language 2) Confirm Currency is ₹ Indian Rupee (INR) 3) Open /settings/wards 4) Read a ward rate,"Ward rates render as ₹3,500.00 — the rupee symbol, not a bare number and not a dollar sign.",,"MOCK_DATA_BOOK Wards — General Ward ₹1,500/day","Billing, Accounts, IPD",Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,"Currency is chosen here and consumed by formatCurrency() everywhere else. If the two disconnect, a hospital sets INR and still sees unsymbolised numbers on every bill.",Cross-Module,hospital_admin (Hospital A),"hospital_settings language_region value.currency = 'INR', and money renders with ₹",e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-017,2B Identity,P1,Number Format Indian renders lakh grouping,"1) Open /settings/language 2) Confirm Number Format is Indian (1,00,000) 3) Open a screen showing an amount above ₹1,00,000","The amount renders as ₹1,25,000 — Indian grouping — not ₹125,000.",,"MOCK_DATA_BOOK Values used across many tests — ₹1,25,000 example","Billing, Accounts",Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,"MOCK_DATA_BOOK states this explicitly: a screen that renders ₹125,000 instead of ₹1,25,000 is a defect. An Indian accountant reads the comma position, and the wrong one shifts the apparent value by an order of magnitude.",Cross-Module,hospital_admin (Hospital A),"hospital_settings language_region value.numberFormat = 'indian', and amounts group as 1,25,000",e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-018,2B Identity,P1,Language & region settings survive a reload,"1) Open /settings/language 2) Set Interface Language to Telugu, Time Format to 24-hour and Currency to INR 3) Click ""Save Changes"" 4) Hard-reload the page 5) Read every control","All three chosen values are still selected after the reload, having been read back from hospital_settings.",,"phase2.entry./settings/language — timeFormat 24, dateFormat DD/MM/YYYY, numberFormat indian","All modules, Billing, MRD",Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,"REGRESSION LOCK for BUG-P2-004. This is the case MOCK_DATA_BOOK names for this screen: every field was enterable and selectable, the toast said saved, and none of it survived a reload. A hospital in Hyderabad could set Telugu and 24-hour time, be told it worked, and find English and 12-hour back the next morning.",Positive,hospital_admin (Hospital A),"hospital_settings where hospital_id = A and key = 'language_region' → value.language = 'te', timeFormat = '24', currency = 'INR'",e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-019,2B Identity,P2,"Interface Language ""English"" saves and survives a reload","1) Open /settings/language 2) Set Interface Language to ""English"" 3) Click ""Save Changes"" 4) Reload the page","hospital_settings language_region value.language = 'en' and the dropdown still shows ""English"" after the reload.",,"phase2.dropdowns.interfaceLanguage — ""English"" (stored as 'en')",All modules,Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,"Every language is tested individually because the visible label and the stored code differ — ""English"" stores as 'en', so a mapping error affects one language and not the others. This one matters as the default every other language falls back to.",Positive,hospital_admin (Hospital A),hospital_settings where hospital_id = A and key = 'language_region' → value.language = 'en',e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-020,2B Identity,P2,"Interface Language ""Hindi (हिन्दी)"" saves and survives a reload","1) Open /settings/language 2) Set Interface Language to ""Hindi (हिन्दी)"" 3) Click ""Save Changes"" 4) Reload the page","hospital_settings language_region value.language = 'hi' and the dropdown still shows ""Hindi (हिन्दी)"" after the reload.",,"phase2.dropdowns.interfaceLanguage — ""Hindi (हिन्दी)"" (stored as 'hi')",All modules,Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,"Every language is tested individually because the visible label and the stored code differ — ""Hindi (हिन्दी)"" stores as 'hi', so a mapping error affects one language and not the others. This one matters as the largest patient population outside the south.",Positive,hospital_admin (Hospital A),hospital_settings where hospital_id = A and key = 'language_region' → value.language = 'hi',e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-021,2B Identity,P2,"Interface Language ""Telugu (తెలుగు)"" saves and survives a reload","1) Open /settings/language 2) Set Interface Language to ""Telugu (తెలుగు)"" 3) Click ""Save Changes"" 4) Reload the page","hospital_settings language_region value.language = 'te' and the dropdown still shows ""Telugu (తెలుగు)"" after the reload.",,"phase2.dropdowns.interfaceLanguage — ""Telugu (తెలుగు)"" (stored as 'te')",All modules,Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,"Every language is tested individually because the visible label and the stored code differ — ""Telugu (తెలుగు)"" stores as 'te', so a mapping error affects one language and not the others. This one matters as the local language of Hospital A in Hyderabad.",Positive,hospital_admin (Hospital A),hospital_settings where hospital_id = A and key = 'language_region' → value.language = 'te',e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-022,2B Identity,P2,"Interface Language ""Tamil (தமிழ்)"" saves and survives a reload","1) Open /settings/language 2) Set Interface Language to ""Tamil (தமிழ்)"" 3) Click ""Save Changes"" 4) Reload the page","hospital_settings language_region value.language = 'ta' and the dropdown still shows ""Tamil (தமிழ்)"" after the reload.",,"phase2.dropdowns.interfaceLanguage — ""Tamil (தமிழ்)"" (stored as 'ta')",All modules,Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,"Every language is tested individually because the visible label and the stored code differ — ""Tamil (தமிழ்)"" stores as 'ta', so a mapping error affects one language and not the others. This one matters as Tamil Nadu, where MLC reporting differs from Maharashtra.",Positive,hospital_admin (Hospital A),hospital_settings where hospital_id = A and key = 'language_region' → value.language = 'ta',e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-023,2B Identity,P2,"Interface Language ""Kannada (ಕನ್ನಡ)"" saves and survives a reload","1) Open /settings/language 2) Set Interface Language to ""Kannada (ಕನ್ನಡ)"" 3) Click ""Save Changes"" 4) Reload the page","hospital_settings language_region value.language = 'kn' and the dropdown still shows ""Kannada (ಕನ್ನಡ)"" after the reload.",,"phase2.dropdowns.interfaceLanguage — ""Kannada (ಕನ್ನಡ)"" (stored as 'kn')",All modules,Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,"Every language is tested individually because the visible label and the stored code differ — ""Kannada (ಕನ್ನಡ)"" stores as 'kn', so a mapping error affects one language and not the others. This one matters as Karnataka, where the Arogya scheme applies.",Positive,hospital_admin (Hospital A),hospital_settings where hospital_id = A and key = 'language_region' → value.language = 'kn',e2e/phase-02-settings/P2B.identity.language.spec.ts,
TC-P2B-024,2B Identity,P2,"Interface Language ""Malayalam (മലയാളം)"" saves and survives a reload","1) Open /settings/language 2) Set Interface Language to ""Malayalam (മലയാളം)"" 3) Click ""Save Changes"" 4) Reload the page","hospital_settings language_region value.language = 'ml' and the dropdown still shows ""Malayalam (മലയാളം)"" after the reload.",,"phase2.dropdowns.interfaceLanguage — ""Malayalam (മലയാളം)"" (stored as 'ml')",All modules,Tier 0: hospital profile created; hospital_admin can reach /settings,,,,,P2-Setup,"Every language is tested individually because the visible label and the stored code differ — ""Malayalam (മലയാളം)"" stores as 'ml', so a mapping error affects one language and not the others. This one matters as Kerala, with the highest health literacy expectations.",Positive,hospital_admin (Hospital A),hospital_settings where hospital_id = A and key = 'language_region' → value.language = 'ml',e2e/phase-02-settings/P2B.identity.language.spec.ts,
