"TC#","Section","Priority","Test Case","Steps","Expected Result","Status(PASS/FAIL/BLOCKED)","mock data","Cross-Module Link","Settings need to set before entering to the module","Actual Result(What happened)","Console Error(Copy-paste red text)","Screenshot(Y/N)","Notes","Journey Scenario","Why This Exists","Test Type","Role/Login","Supabase Verify","Playwright Spec","Defect ID"
"TC-P5E-001","5E Validation & Pathology","P1","Dual validation and amendment: two people, two signatures, one corrected record","1) [setup] Provision the case patient and repair any missing lab masters 2) [verify] Read lab_dual_validation_config: a dual-validation category is configured 3) [lab_technician] Raise an order mixing a dual-validation test with an ordinary one 4) [lab_technician] Take the sample through to the bench 5) [lab_technician] Open the order and enter every result 6) [lab_technician] BOUNDARY: one dual category flips the WHOLE order into two-person mode 7) [lab_technician] NEGATIVE: single-step Validate & Release is not offered 8) [lab_technician] Submit the order for pathologist validation 9) [verify] Read lab_orders: the order moved to pending_validation 10) [verify] NEGATIVE: read lab_orders — nobody is recorded as the submitter 11) [lab_technician] NEGATIVE: the submitting technician is still offered the sign-off 12) [doctor] Log in as the pathologist and open the pending order 13) [doctor] Type pathologist notes alongside the sign-off 14) [doctor] Validate and sign the report 15) [verify] Read lab_orders: validated_by and validated_at are stamped 16) [verify] NEGATIVE: nothing proves the validator differed from the submitter 17) [lab_technician] Re-open the released order in the result workspace 18) [lab_technician] NEGATIVE: no amend or reopen control is offered on a released result 19) [verify] NEGATIVE: read lab_order_items — no amendment or version column exists 20) [lab_technician] NEGATIVE: attempt to overwrite the released value in place 21) [verify] NEGATIVE: Read lab_order_items: whether the signed value can be silently rewritten 22) [verify] Read clinical_alerts: releasing notified the ordering doctor","The journey completes all 22 stages. 8 negative condition(s) are refused as described in the steps and 1 boundary value(s) behave exactly as stated. Verify in Supabase: lab_orders -> status pending_validation after submission, with a recorded submitter; validated_by and validated_at set on sign-off and different from the submitter; the amendment retains the original value alongside the correction","","Phase 5 additions (mock-data.json phase5 block). Own patient PT-QA-5E001-<run> ""Ravindra Rao 5E001-<run>"" (51M), created by the run and never deleted. Nothing is seeded — every stage goes through the browser.","Lab","Tier 0 complete; lab_test_master active with fees, reference AND critical ranges; lab_test_groups with members; radiology modalities + studies with requires_form_f; pcpndt_settings; hospital_settings.ipd_ancillary_payment; lab_dual_validation_config carries the Biochemistry category","","","","","P5-S10","A two-person control that cannot tell the two people apart is not a control. The submit step must record who submitted, or nothing can compare submitter against validator, and one technician can sign both halves. Amendment is the same argument after the fact: a released result that turns out to be wrong must be correctable with the original retained, because silently overwriting a signed report destroys the record a clinician acted on.","Negative","lab_technician (Hospital A) then doctor (Hospital A)","lab_orders -> status pending_validation after submission, with a recorded submitter; validated_by and validated_at set on sign-off and different from the submitter; the amendment retains the original value alongside the correction","e2e/phase-05-lab-radiology/P5E.validation-and-pathology.spec.ts",""
"TC-P5E-002","5E Validation & Pathology","P1","Histopathology: specimen registration to a two-pathologist sign-off","1) [setup] Provision the case patient and repair any missing lab masters 2) [lab_technician] Log in and open /lab -> Histopathology 3) [lab_technician] Open Register and search the patient by UHID 4) [lab_technician] NEGATIVE: Register Specimen is disabled with no patient selected 5) [lab_technician] Select the patient and choose the case type 6) [lab_technician] Fill specimen type, site and clinical history 7) [lab_technician] Register the specimen 8) [verify] Read pathology_cases: the case exists with a case number 9) [lab_technician] Open the case in the pathology workspace 10) [lab_technician] Write the gross description 11) [lab_technician] Write the microscopic description 12) [lab_technician] Save the draft 13) [verify] Read pathology_cases: the draft persisted and is not signed 14) [lab_technician] NEGATIVE: a technician is told sign-off requires a pathologist role 15) [doctor] Log in as the first pathologist and open the case 16) [doctor] NEGATIVE: signing is refused with an empty impression 17) [doctor] Write the impression and record the first sign-off 18) [verify] Read pathology_cases: first_signed_at is stamped 19) [doctor] BOUNDARY: the report content is locked pending the second signature 20) [doctor] NEGATIVE: the same pathologist cannot record the final sign-off 21) [doctor] Log in as a second pathologist and record the final sign-off 22) [verify] Read pathology_cases: final_signed_at names a different pathologist","The journey completes all 22 stages. 3 negative condition(s) are refused as described in the steps and 1 boundary value(s) behave exactly as stated. Verify in Supabase: pathology_cases -> a registered case with its case number, gross and microscopic text and impression; first_signed_at set by one pathologist and final_signed_at by a different one; the report content is locked between the two","","Phase 5 additions (mock-data.json phase5 block). Own patient PT-QA-5E002-<run> ""Usha Bhat 5E002-<run>"" (34F), created by the run and never deleted. Nothing is seeded — every stage goes through the browser.","Lab","Tier 0 complete; lab_test_master active with fees, reference AND critical ranges; lab_test_groups with members; radiology modalities + studies with requires_form_f; pcpndt_settings; hospital_settings.ipd_ancillary_payment","","","","","P5-S11","Histopathology is the one place in this product that gets the two-person control right — the first sign-off locks the report content and the second must be a different pathologist. That is the behaviour lab orders are missing, and it has never once been exercised: the Histopathology tab has never been opened by any test.","Positive","lab_technician (Hospital A) then doctor (Hospital A)","pathology_cases -> a registered case with its case number, gross and microscopic text and impression; first_signed_at set by one pathologist and final_signed_at by a different one; the report content is locked between the two","e2e/phase-05-lab-radiology/P5E.validation-and-pathology.spec.ts",""
"TC-P5F-001","5F External Referral","P2","Referred out and back: five chips, three advances, and the gaps in the register","1) [setup] Provision the case patient and repair any missing lab masters 2) [lab_technician] Raise an in-house order for the test that will be sent out 3) [lab_technician] Open /lab -> External Referrals 4) [lab_technician] Read the five status filter chips 5) [lab_technician] Open the New Referral modal 6) [lab_technician] NEGATIVE: create the referral with no lab name and be refused 7) [lab_technician] Fill the lab name, phone, address and expected date 8) [lab_technician] Fill the comma-separated tests ordered 9) [lab_technician] Create the referral 10) [verify] Read external_lab_referrals: the run-tagged referral exists at pending 11) [verify] NEGATIVE: read external_lab_referrals — patient_id is null 12) [verify] NEGATIVE: no column links the referral to the in-house order it replaces 13) [verify] NEGATIVE: read lab_orders — the in-house order was left open 14) [lab_technician] Advance the referral to Sample Sent 15) [lab_technician] Advance the referral to Report Awaited 16) [lab_technician] Advance the referral to Completed 17) [verify] Read external_lab_referrals: report_received_at was stamped 18) [lab_technician] Filter the register by each of the five chips in turn 19) [lab_technician] BOUNDARY: the run-tagged row appears under the right chip only 20) [lab_technician] NEGATIVE: a completed referral offers nowhere to enter the result 21) [verify] NEGATIVE: the referral carries no cost, so the send-out is unpriced 22) [verify] BOUNDARY: the referral is scoped to the ordering tenant","The journey completes all 22 stages. 6 negative condition(s) are refused as described in the steps and 2 boundary value(s) behave exactly as stated. Verify in Supabase: external_lab_referrals -> the run-tagged row exists with its lab name, advances through sample_sent and report_awaited to completed, and stamps report_received_at; whether patient_id, an order link and a cost column are populated at all","","Phase 5 additions (mock-data.json phase5 block). Own patient PT-QA-5F001-<run> ""Usha Bhat 5F001-<run>"" (34F), created by the run and never deleted. Nothing is seeded — every stage goes through the browser.","Lab, Billing","Tier 0 complete; lab_test_master active with fees, reference AND critical ranges; lab_test_groups with members; radiology modalities + studies with requires_form_f; pcpndt_settings; hospital_settings.ipd_ancillary_payment","","","","","P5-S16","A send-out is still the hospital's result — the patient was told it would come back here. The register tracks the courier but not the patient: there is no link to the order it replaces, nowhere to record the result when it returns, and no cost, so a referred-out test is a dead end that looks like a workflow.","Negative","lab_technician (Hospital A)","external_lab_referrals -> the run-tagged row exists with its lab name, advances through sample_sent and report_awaited to completed, and stamps report_received_at; whether patient_id, an order link and a cost column are populated at all","e2e/phase-05-lab-radiology/P5F.external-referral.spec.ts",""
"TC-P5G-001","5G Instrument Governance","P1","QC: a Westgard violation stops a release, and only a supervisor restarts it","1) [setup] Provision the case patient and repair any missing lab masters 2) [setup] Seed nine in-control prior runs into lab_qc_entries for the analyte 3) [lab_technician] Log in and open /lab -> QC Dashboard 4) [lab_technician] Read the Levey-Jennings chart and the pass badge 5) [lab_technician] Filter the dashboard by test and by analyzer 6) [lab_technician] Open Record QC 7) [lab_technician] NEGATIVE: save an empty QC run and be told to fill all fields 8) [lab_technician] Fill test, analyzer, level, value, mean and SD for an out-of-control run 9) [lab_technician] Save the QC entry 10) [verify] Read lab_qc_entries: the tenth run was recorded 11) [lab_technician] BOUNDARY: the dashboard now shows a reject badge for that analyte 12) [lab_technician] Raise an order for the same analyte and take it to the bench 13) [lab_technician] Enter a result and read the QC release-gate banner 14) [lab_technician] NEGATIVE: release is blocked while QC is in a reject state 15) [verify] NEGATIVE: Read lab_orders: the order was not released 16) [lab_technician] NEGATIVE: a bench technician is not offered the supervisor override 17) [doctor] Log in as the supervising pathologist and open the order 18) [doctor] Open the Supervisor QC Override dialog 19) [doctor] NEGATIVE: the override is refused with no reason typed 20) [doctor] Record the override reason and permit release 21) [verify] Read the order: the override is recorded with its reason 22) [doctor] Release the report under the override 23) [verify] Read lab_orders: the order released only after the override 24) [verify] Read nabh_evidence_log: the QC override was logged as quality evidence","The journey completes all 24 stages. 4 negative condition(s) are refused as described in the steps and 1 boundary value(s) behave exactly as stated. Verify in Supabase: lab_qc_entries -> the tenth run is recorded and evaluates to a reject; the release control is blocked on an order for that analyte; the override writes its reason and author and is logged as NABH evidence under QPS.2","","Phase 5 additions (mock-data.json phase5 block). Own patient PT-QA-5G001-<run> ""Priya Deshmukh 5G001-<run>"" (27F), created by the run and never deleted. Seeded via the service role (see p5-seed-of-last-resort.ts): nine prior lab_qc_entries — a Westgard multi-rule needs a run history; the violating tenth run is typed through the UI.","Lab, Quality","Tier 0 complete; lab_test_master active with fees, reference AND critical ranges; lab_test_groups with members; radiology modalities + studies with requires_form_f; pcpndt_settings; hospital_settings.ipd_ancillary_payment","","","","","P5-S18","Quality control is the difference between a number and a result. If the analyser is out of control the value is not trustworthy no matter how normal it looks, and releasing it anyway is how a laboratory issues confidently wrong reports for a whole shift. The override exists because a supervisor sometimes must release anyway — which is precisely why it has to be recorded, attributable and impossible for the bench technician alone.","Negative","lab_technician (Hospital A) then doctor (Hospital A)","lab_qc_entries -> the tenth run is recorded and evaluates to a reject; the release control is blocked on an order for that analyte; the override writes its reason and author and is logged as NABH evidence under QPS.2","e2e/phase-05-lab-radiology/P5G.instrument-governance.spec.ts",""
"TC-P5G-002","5G Instrument Governance","P2","Calibration and the analyzer wire: NABL record, connector, mapping and an inbound message","1) [setup] Provision the case patient and repair any missing lab masters 2) [lab_technician] Log in and open /lab -> Calibration (NABL) 3) [lab_technician] Open Add Calibration 4) [lab_technician] NEGATIVE: save with no analyzer name and be refused 5) [lab_technician] Fill analyzer, calibration date, next due date and type 6) [lab_technician] Fill result, deviation, certificate number and calibrated-by 7) [lab_technician] Save the calibration record 8) [verify] Read lab_calibration_records: the NABL record persisted 9) [lab_technician] Read the calibration table columns and the due badges 10) [lab_technician] BOUNDARY: a past next-due date is counted as overdue 11) [lab_technician] Open /lab -> Analyzer Interface 12) [lab_technician] Open Add Analyzer 13) [lab_technician] NEGATIVE: save with no device name and be refused 14) [lab_technician] Fill device name, manufacturer, model and protocol 15) [lab_technician] Fill host, port and the device secret 16) [lab_technician] Save the analyzer connector 17) [verify] Read lab_analyzer_devices: the connector persisted with its protocol 18) [lab_technician] Open the test-code mappings for the device 19) [lab_technician] NEGATIVE: add a mapping with no code and be refused 20) [lab_technician] Map an analyzer code to a catalogue test 21) [verify] Read the mapping table: the code resolves to the right test 22) [lab_technician] Raise an order for the mapped test and take it to the bench 23) [setup] Deliver an inbound analyzer message carrying that accession 24) [lab_technician] Open the result inbox and select the message 25) [lab_technician] Read the parsed results table and the match status 26) [lab_technician] Post the parsed result onto the order 27) [verify] Read lab_order_items: the analyzer value reached the result 28) [lab_technician] BOUNDARY: an unmatched message cannot be posted","The journey completes all 28 stages. 3 negative condition(s) are refused as described in the steps and 2 boundary value(s) behave exactly as stated. Verify in Supabase: lab_calibration_records -> the record exists with its dates, type, result and next-due; lab_analyzer_devices -> the connector was saved with its protocol; the test-code mapping exists; posting the inbound message writes the value onto the linked lab_order_items row","","Phase 5 additions (mock-data.json phase5 block). Own patient PT-QA-5G002-<run> ""Anita Rane 5G002-<run>"" (29F), created by the run and never deleted. Seeded via the service role (see p5-seed-of-last-resort.ts): one inbound lab_analyzer_messages row — there is no HL7/ASTM device on the wire in CI; acceptance of it goes through the UI.","Lab","Tier 0 complete; lab_test_master active with fees, reference AND critical ranges; lab_test_groups with members; radiology modalities + studies with requires_form_f; pcpndt_settings; hospital_settings.ipd_ancillary_payment","","","","","P5-S19","NABL wants to see that the analyser was calibrated and that the number on the report came from it. Both screens exist and neither has ever been opened by a test. The mapping is the sharp end: an analyser code that maps to the wrong test files a result against the wrong analyte, and an unmapped code strands the result in an inbox nobody watches.","Positive","lab_technician (Hospital A)","lab_calibration_records -> the record exists with its dates, type, result and next-due; lab_analyzer_devices -> the connector was saved with its protocol; the test-code mapping exists; posting the inbound message writes the value onto the linked lab_order_items row","e2e/phase-05-lab-radiology/P5G.instrument-governance.spec.ts",""
"TC-P5H-001","5H Turnaround","P2","The TAT clock: when it starts, when it breaches, and what the dashboard shows","1) [setup] Provision the case patient and repair any missing lab masters 2) [verify] Read lab_test_master: every test carries a tat_minutes target 3) [lab_technician] Log in and open /lab -> TAT 4) [lab_technician] Load the dashboard and read the four KPI cards 5) [lab_technician] Record the pending count before the journey adds to it 6) [lab_technician] Raise a routine order through the New Lab Order modal 7) [lab_technician] Return to the TAT tab and refresh 8) [lab_technician] BOUNDARY: the new order appears in the pending list 9) [lab_technician] Read the order target against the catalogue TAT 10) [lab_technician] Collect the sample and stamp the collection time 11) [verify] BOUNDARY: Read lab_samples: collected_at is what starts the clock 12) [lab_technician] Open the order and read the TAT chip in the workspace header 13) [lab_technician] Raise a STAT order and confirm its shorter target 14) [lab_technician] BOUNDARY: the STAT order is flagged in the pending list 15) [lab_technician] Take the routine order through to release 16) [lab_technician] BOUNDARY: a released order leaves the pending TAT list 17) [lab_technician] Read the released TAT figure in the workspace header 18) [lab_technician] NEGATIVE: an order with no collection stamp has no started clock 19) [lab_technician] Open /radiology -> TAT Dashboard 20) [lab_technician] Read the radiology turnaround panel or record that it is gated 21) [verify] Read lab_orders: the completed order carries both ends of its clock","The journey completes all 21 stages. 1 negative condition(s) are refused as described in the steps and 4 boundary value(s) behave exactly as stated. Verify in Supabase: lab_orders -> tat target read from lab_test_master.tat_minutes; lab_samples.collected_at is what starts the clock; the TAT panel counts the pending order and classes it correctly","","Phase 5 additions (mock-data.json phase5 block). Own patient PT-QA-5H001-<run> ""Sunita Mishra 5H001-<run>"" (48F), created by the run and never deleted. Nothing is seeded — every stage goes through the browser.","Lab, Radiology","Tier 0 complete; lab_test_master active with fees, reference AND critical ranges; lab_test_groups with members; radiology modalities + studies with requires_form_f; pcpndt_settings; hospital_settings.ipd_ancillary_payment","","","","","P5-S20","Turnaround time is the number a hospital advertises to its clinicians and the one an NABH assessor asks to see. It is derived from the collection stamp, so a draw that does not stamp its time makes every TAT figure fiction — and the dashboard that would reveal that has never been opened.","Boundary","lab_technician (Hospital A)","lab_orders -> tat target read from lab_test_master.tat_minutes; lab_samples.collected_at is what starts the clock; the TAT panel counts the pending order and classes it correctly","e2e/phase-05-lab-radiology/P5H.turnaround.spec.ts",""
"TC-P5I-001","5I Radiology Reporting","P1","OPD radiology: the order modal, the viewer, the report and the chart","1) [doctor] Consult on /opd and prescribe a chest X-ray 2) [radiologist] Open /radiology -> Pending from OPD and raise the order 3) [radiologist] Take payment through the radiology order modal 4) [verify] Read radiology_orders: a billed order with a report shell 5) [radiologist] Start the study and mark images acquired 6) [radiologist] Open the DICOM viewer and exercise the toolbar 7) [radiologist] NEGATIVE: sign the report with an empty impression 8) [radiologist] Write findings and impression, then save a draft 9) [radiologist] Validate and sign the report 10) [verify] Read radiology_reports: signed, with validator and timestamp 11) [verify] BOUNDARY: exactly one radiology charge line, not a second at signing 12) [doctor] Read the signed report on the patient chart","The journey completes all 12 stages. 1 negative condition(s) are refused as described in the steps and 1 boundary value(s) behave exactly as stated. Verify in Supabase: See the stage list — written with the journey in Batch 2.","","Phase 5 additions (mock-data.json phase5 block). Own patient PT-QA-5I001-<run> ""Arjun Joshi 5I001-<run>"" (31M), created by the run and never deleted. Nothing is seeded — every stage goes through the browser.","Radiology","Tier 0 complete; lab_test_master active with fees, reference AND critical ranges; lab_test_groups with members; radiology modalities + studies with requires_form_f; pcpndt_settings; hospital_settings.ipd_ancillary_payment","","","","DECLARED, NOT YET AUTOMATED (Batch 2). The steps are followable by hand today; the spec is a test.fixme placeholder and reports N/A.","P5-S12","Every radiology order in the previous suite was a database insert — NewRadiologyOrderModal has never once been completed by a test, so the path a hospital actually uses to raise a scan is entirely unproven.","Cross-Module","doctor (Hospital A) then radiologist (Hospital A) then doctor (Hospital A)","See the stage list — written with the journey in Batch 2.","e2e/phase-05-lab-radiology/P5I.radiology-reporting.spec.ts",""
"TC-P5I-002","5I Radiology Reporting","P1","Critical imaging finding: the radiologist picks up the phone","1) [radiologist] Raise and perform a chest study on /radiology 2) [radiologist] Write an impression describing a tension pneumothorax 3) [radiologist] Mark the finding critical and sign 4) [verify] Read radiology_reports: the report is flagged critical 5) [verify] Read clinical_alerts: a critical_radiology alert reached the team 6) [doctor] Read the critical finding on the patient chart 7) [verify] NEGATIVE: an ordinary report raises no critical alert 8) [verify] BOUNDARY: the alert names the referring doctor 9) [verify] Read radiology_orders: the study completed after signing 10) [verify] Read nabh_evidence_log: the critical notification is evidenced","The journey completes all 10 stages. 1 negative condition(s) are refused as described in the steps and 1 boundary value(s) behave exactly as stated. Verify in Supabase: See the stage list — written with the journey in Batch 2.","","Phase 5 additions (mock-data.json phase5 block). Own patient PT-QA-5I002-<run> ""Kavya Kumar 5I002-<run>"" (62F), created by the run and never deleted. Nothing is seeded — every stage goes through the browser.","Radiology","Tier 0 complete; lab_test_master active with fees, reference AND critical ranges; lab_test_groups with members; radiology modalities + studies with requires_form_f; pcpndt_settings; hospital_settings.ipd_ancillary_payment","","","","DECLARED, NOT YET AUTOMATED (Batch 2). The steps are followable by hand today; the spec is a test.fixme placeholder and reports N/A.","P5-S12","A tension pneumothorax read at 2am reaches the ward only if signing it raises something. A critical imaging finding delivered like a routine chest film is a delay measured in lives.","Positive","radiologist (Hospital A) then doctor (Hospital A)","See the stage list — written with the journey in Batch 2.","e2e/phase-05-lab-radiology/P5I.radiology-reporting.spec.ts",""
"TC-P5I-003","5I Radiology Reporting","P1","AI impression: the draft is a draft, and the radiologist owns the words","1) [radiologist] Open /radiology, raise and perform a study, then open the report 2) [radiologist] NEGATIVE: AI Suggest is refused with the findings box empty 3) [radiologist] Write findings and request the AI impression 4) [radiologist] NEGATIVE: Accept is disabled while the attestation is unticked 5) [radiologist] Edit the drafted impression before accepting it 6) [radiologist] Tick the attestation and accept 7) [verify] Read radiology_reports: the saved text is the edited text 8) [verify] Read ai_attestations: edited_before_save and the attester recorded 9) [radiologist] NEGATIVE: dismissing a suggestion leaves the radiologist text intact 10) [verify] NEGATIVE: no raw AI draft is persisted before human review 11) [radiologist] BOUNDARY: with the AI flag off the report still signs","The journey completes all 11 stages. 4 negative condition(s) are refused as described in the steps and 1 boundary value(s) behave exactly as stated. Verify in Supabase: See the stage list — written with the journey in Batch 2.","","Phase 5 additions (mock-data.json phase5 block). Own patient PT-QA-5I003-<run> ""Vijay Pillai 5I003-<run>"" (45M), created by the run and never deleted. Nothing is seeded — every stage goes through the browser.","Radiology","Tier 0 complete; lab_test_master active with fees, reference AND critical ranges; lab_test_groups with members; radiology modalities + studies with requires_form_f; pcpndt_settings; hospital_settings.ipd_ancillary_payment","","","","DECLARED, NOT YET AUTOMATED (Batch 2). The steps are followable by hand today; the spec is a test.fixme placeholder and reports N/A.","P5-S15","An AI impression a radiologist did not write, attest and edit is an unsigned opinion on a signed report. What is saved must be the radiologist's words, and the attestation must exist.","Negative","radiologist (Hospital A)","See the stage list — written with the journey in Batch 2.","e2e/phase-05-lab-radiology/P5I.radiology-reporting.spec.ts",""
"TC-P5J-001","5J PCPNDT","P1","Obstetric USG: Form F, the gate, and the statutory register","1) [doctor] Consult on /opd and order an obstetric ultrasound 2) [radiologist] Raise the order and read the PCPNDT warning banner 3) [verify] Read radiology_orders: the study is flagged is_pcpndt 4) [radiologist] NEGATIVE: the study cannot be started before Form F is complete 5) [radiologist] Open the Form F modal and fill every statutory field 6) [radiologist] NEGATIVE: saving is refused without the declaration and consent 7) [radiologist] Tick the no-sex-determination declaration and patient consent 8) [radiologist] Save Form F 9) [verify] BOUNDARY: Read pcpndt_records: the form number matches PCPNDT-YYYY-NNNN 10) [radiologist] The gate releases and the study can be started 11) [radiologist] Report and sign the study 12) [radiologist] Open /radiology/pcpndt-register and find the run-tagged entry","The journey completes all 12 stages. 2 negative condition(s) are refused as described in the steps and 1 boundary value(s) behave exactly as stated. Verify in Supabase: See the stage list — written with the journey in Batch 2.","","Phase 5 additions (mock-data.json phase5 block). Own patient PT-QA-5J001-<run> ""Kavya Kumar 5J001-<run>"" (62F), created by the run and never deleted. Nothing is seeded — every stage goes through the browser.","Radiology","Tier 0 complete; lab_test_master active with fees, reference AND critical ranges; lab_test_groups with members; radiology modalities + studies with requires_form_f; pcpndt_settings; hospital_settings.ipd_ancillary_payment","","","","DECLARED, NOT YET AUTOMATED (Batch 2). The steps are followable by hand today; the spec is a test.fixme placeholder and reports N/A.","P5-S13","Form F is statutory. A scan performed without it is an offence under the PCPNDT Act, and the register is what an inspector reads — not the order table.","Cross-Module","doctor (Hospital A) then radiologist (Hospital A)","See the stage list — written with the journey in Batch 2.","e2e/phase-05-lab-radiology/P5J.pcpndt.spec.ts",""
"TC-P5J-002","5J PCPNDT","P1","Non-obstetric USG: the false positive that must not happen","1) [radiologist] Raise a non-obstetric abdominal ultrasound 2) [verify] NEGATIVE: read radiology_orders — is_pcpndt is not set 3) [verify] NEGATIVE: read pcpndt_records — no statutory record was created 4) [radiologist] NEGATIVE: no Form F gate blocks the study from starting 5) [radiologist] Start, report and sign the study unimpeded 6) [verify] Read radiology_reports: the study signed without a Form F 7) [radiologist] BOUNDARY: an obstetric study whose name omits ""obstetric"" IS caught 8) [verify] BOUNDARY: Read radiology_study_master: requires_form_f is authoritative 9) [radiologist] NEGATIVE: Open /radiology/pcpndt-register and confirm the scan is absent 10) [verify] Read pcpndt_records: the register holds only obstetric studies","The journey completes all 10 stages. 4 negative condition(s) are refused as described in the steps and 2 boundary value(s) behave exactly as stated. Verify in Supabase: See the stage list — written with the journey in Batch 2.","","Phase 5 additions (mock-data.json phase5 block). Own patient PT-QA-5J002-<run> ""Vijay Pillai 5J002-<run>"" (45M), created by the run and never deleted. Nothing is seeded — every stage goes through the browser.","Radiology","Tier 0 complete; lab_test_master active with fees, reference AND critical ranges; lab_test_groups with members; radiology modalities + studies with requires_form_f; pcpndt_settings; hospital_settings.ipd_ancillary_payment","","","","DECLARED, NOT YET AUTOMATED (Batch 2). The steps are followable by hand today; the spec is a test.fixme placeholder and reports N/A.","P5-S14","A Form F raised on an abdominal scan is a false positive that teaches a centre to click through the statutory form without reading it — which is worse than not having the gate.","Negative","radiologist (Hospital A)","See the stage list — written with the journey in Batch 2.","e2e/phase-05-lab-radiology/P5J.pcpndt.spec.ts",""
"TC-P5K-001","5K RBAC & Isolation","P1","The role matrix walked as a journey: who gets through which door","1) [lab_technician] Reach /lab and work the collection tab 2) [radiologist] Reach /radiology and the PCPNDT register 3) [receptionist] NEGATIVE: be blocked from /lab 4) [receptionist] NEGATIVE: be blocked from /radiology 5) [nurse] NEGATIVE: not be offered the pathologist sign-off 6) [doctor] Reach the result workspace and sign off 7) [verify] NEGATIVE: Read the lab tab permission map for an ungovernable tab 8) [lab_technician] BOUNDARY: a tab withheld by plan entitlement is not rendered 9) [verify] Read users: every role under test belongs to Hospital A 10) [verify] Confirm no role reached a route its permission map denies","The journey completes all 10 stages. 1 negative condition(s) are refused as described in the steps and 1 boundary value(s) behave exactly as stated. Verify in Supabase: See the stage list — written with the journey in Batch 2.","","Phase 5 additions (mock-data.json phase5 block). Own patient PT-QA-5K001-<run> ""Vijay Pillai 5K001-<run>"" (45M), created by the run and never deleted. Nothing is seeded — every stage goes through the browser.","Radiology","Tier 0 complete; lab_test_master active with fees, reference AND critical ranges; lab_test_groups with members; radiology modalities + studies with requires_form_f; pcpndt_settings; hospital_settings.ipd_ancillary_payment","","","","DECLARED, NOT YET AUTOMATED (Batch 2). The steps are followable by hand today; the spec is a test.fixme placeholder and reports N/A.","P5-Setup","A permission gate that fails open is not noticed until somebody sees a chart they should not have. Every role that can reach the module must be able to do its job, and every role that cannot must be stopped at the door rather than at the button.","RBAC","lab_technician (Hospital A) then radiologist (Hospital A) then nurse (Hospital A) then receptionist (Hospital A) then doctor (Hospital A)","See the stage list — written with the journey in Batch 2.","e2e/phase-05-lab-radiology/P5K.rbac-and-tenant-isolation.spec.ts",""
"TC-P5K-002","5K RBAC & Isolation","P1","Tenant isolation: nine tables, one write attempt, one tenant","1) [setup] Resolve the Hospital B control patient without creating anything 2) [lab_technician] Sign in as a Hospital A technician and select from lab_orders through the anon client 3) [verify] NEGATIVE: read lab_orders — no Hospital B rows are visible 4) [verify] NEGATIVE: read lab_order_items and lab_samples across tenants 5) [verify] NEGATIVE: read radiology_orders and radiology_reports across tenants 6) [verify] NEGATIVE: read pcpndt_form_f and pcpndt_records across tenants 7) [verify] NEGATIVE: read dicom_files and hospital_pacs_config across tenants 8) [lab_technician] NEGATIVE: attempt to write a lab order into Hospital B 9) [verify] BOUNDARY: every row this run created carries Hospital A hospital_id 10) [verify] Read lab_orders: the tenant scoping held for the whole journey","The journey completes all 10 stages. 6 negative condition(s) are refused as described in the steps and 1 boundary value(s) behave exactly as stated. Verify in Supabase: See the stage list — written with the journey in Batch 2.","","Phase 5 additions (mock-data.json phase5 block). Own patient PT-QA-5K002-<run> ""Meera Sharma 5K002-<run>"" (28F), created by the run and never deleted. Nothing is seeded — every stage goes through the browser.","Radiology","Tier 0 complete; lab_test_master active with fees, reference AND critical ranges; lab_test_groups with members; radiology modalities + studies with requires_form_f; pcpndt_settings; hospital_settings.ipd_ancillary_payment","","","","DECLARED, NOT YET AUTOMATED (Batch 2). The steps are followable by hand today; the spec is a test.fixme placeholder and reports N/A.","P5-Setup","One leaked row across tenants is a reportable breach under the DPDP Act. RLS is the only thing standing between two hospitals sharing a database, and it has to be proven through a real authenticated session, not a service-role read that bypasses it.","Cross-Module","lab_technician (Hospital A)","See the stage list — written with the journey in Batch 2.","e2e/phase-05-lab-radiology/P5K.rbac-and-tenant-isolation.spec.ts",""
